用户id	投资金额	性别	首投距今时间（天）	最近一次投资距今时间（天）	本月是否有大额回款	是否访问7天内注册	是否注册7天内充值	首投距注册时长（天）	年龄_(0,14]	年龄_(14,35]	年龄_(35,60]	年龄_(60,∞]	手机城市_一线	手机城市_三线	手机城市_二线	手机城市_五线	手机城市_四线	手机城市_超一线	手机城市_魔境	会员级别_普通会员	会员级别_白金用户	会员级别_钻石用户	最近一次登录设备_HUAWEI	最近一次登录设备_OPPO	最近一次登录设备_Samsung	最近一次登录设备_Xiaomi	最近一次登录设备_iPad	最近一次登录设备_iPhone	最近一次登录设备_其他手机	用户浏览产品期限倾向(月）_1-3	用户浏览产品期限倾向(月）_4-6	用户浏览产品期限倾向(月）_7-12	用户浏览产品利率倾向_(0,4%]	用户浏览产品利率倾向_(4%,5.5%]	用户浏览产品利率倾向_(5.5%,6%]	用户浏览产品利率倾向_(6%,7.5%]	用户浏览产品利率倾向_7%以上
5c10244d5b0b2c6504cd8b532ad0d405	1584000.0	1	15.0	0.0	0	0	0	0.0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
79e3f55a7b37f1a607a5d57d654a23f4	37440.0	1	11.0	0.0	1	0	1	83.0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
9cf42316207774416b95ec873738e12e	115200.0	1	11.0	0.0	1	0	0	0.0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
d57fd0513d17154eaa0d8db6350ac007	50400.0	1	7.0	1.0	0	0	1	10.0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
ccd13ba53338750a7ddf15adc4c5650b	3456000.0	1	20.0	0.0	0	0	0	1.0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
ddccdb7c05bec2ce6c2faac081600673	158400.0	1	3.0	0.0	1	0	0	0.0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
a6082319b1aa1710c1b30857128e2572	108000.0	1	19.0	1.0	0	0	0	1.0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
d5034aa13ce8a993513095b4f076aed3	21600.0	1	1.0	1.0	0	0	0	1.0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
0d54ff44958dec0e8988b7d5f83605b8	43920.0	1	15.0	0.0	0	0	0	3.0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
896c825d8e95a846db072f4f14e7eb01	21600.0	1	8.0	0.0	0	0	0	1.0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
a626e731788b5663a7b5ecdd31e20740	14400.0	0	1.0	1.0	0	0	1	38.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
132bf73f9fcfc664949ec27c3c0ebdc5	216000.0	0	22.0	0.0	0	0	0	9.0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
c9c594e96f721ad4379b70ebed86b5f1	36000.0	0	21.0	1.0	0	0	0	1.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
7cf1687ff75aa4d6e16a76faf6ff7f59	7200.0	0	12.0	1.0	0	0	0	0.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
c2f3ce88ea1a36ed938acbcf8d69527b	3600.0	0	12.0	0.0	0	0	0	5.0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
df469a4e3be8ad9f8f937d12edbebc9c	86400.0	1	11.0	0.0	1	0	0	3.0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
80fceca7cf757395b12464559d70597f	7200.0	1	5.0	1.0	0	0	0	3.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
def046cb07e7aff0ff51be9a84b18d41	36720.0	0	4.0	1.0	0	0	0	1.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
4f3f80fbfebb04c61c714f653f441d53	72000.0	0	16.0	0.0	1	0	0	2.0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
06ba17a1f2c10101fe55535c4b2c3fe0	72000.0	0	11.0	0.0	0	0	0	0.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
134401cbd000f62067d2628c7ee7f7c3	7200.0	1	7.0	0.0	0	0	1	13.0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
4019637c4e177fcb2029e393332862bb	14400.0	0	11.0	1.0	0	0	0	2.0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
93d1ad0236bc40b4a385f79899efcf32	72000.0	0	1.0	1.0	0	0	0	0.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
a825ae28364d6ca4d97e70637b7b8090	367200.0	1	7.0	0.0	1	0	0	0.0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
439330c65b6ff9618ac76f247cf8e657	72000.0	1	1.0	1.0	0	1	0	0.0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
7e33c38a0ac545d6074f0823be90bb64	72000.0	1	12.0	0.0	0	0	0	1.0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
067e043a33198e20b065ccc1fce8ba03	79200.0	0	15.0	0.0	0	0	0	6.0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
0e2e0c5814e4520fdd8c6a7871892996	72000.0	0	1.0	1.0	0	0	0	0.0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
db73c2c01750f331c33febd8a515809a	4860000.0	1	22.0	0.0	0	0	1	59.0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
a46c688284e43f512c8a830b0936647d	72720.0	0	11.0	0.0	1	0	0	0.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
f132b92cb31d4d3ed6e3874b3195cf54	36000.0	1	6.0	1.0	0	0	0	0.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
6fb35d89394c8b47edf4c750a4ea1b62	108000.0	0	3.0	0.0	0	0	0	1.0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
321e36b57d2ce6a8c219abbb34885b62	1144800.0	1	2.0	0.0	0	0	0	0.0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
5f5a480856ca7ba52fcceb86b199891c	180000.0	1	1.0	1.0	1	0	0	3.0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
b5568d723ae503c33e85d1f5e85dfafe	86400.0	1	16.0	0.0	1	0	0	2.0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
aa1e9dd9be42f964d776671a67f9dfcc	93600.0	1	18.0	0.0	0	0	1	46.0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
5ab4683fe035fce9c4621e8cd36baebc	7200.0	1	2.0	1.0	0	0	0	0.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
95ccb6be94df1abadb897126e2503bdd	57600.0	1	7.0	0.0	1	0	0	0.0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
c11c4b9181900ee73d064c8cb9c74606	36000.0	1	22.0	1.0	0	0	0	1.0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
b0595b00d28766626162c97e4fde8d5c	2289600.0	0	2.0	0.0	0	1	0	0.0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
1e4b3f136feae99e803ad36180c9afff	900000.0	1	18.0	0.0	1	0	1	28.0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ff3e90503687c4ffdd2bfb433691c637	14400.0	1	10.0	3.0	0	0	1	15.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
3a441cd843403a2046ae8be81e299683	259200.0	0	1.0	0.0	0	0	0	0.0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
2a3bb9120fc2276fa9ae10b5e190e8a4	216000.0	1	11.0	0.0	0	0	0	0.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
75c4bb1ec0130e4263c3a1fa3e21bd12	108000.0	1	3.0	1.0	0	0	1	134.0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
10ddc9b8d344a7c3d080c31a9ddd0e6e	108000.0	0	1.0	1.0	0	0	0	1.0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
40c8cd67f3bc536d47cc9c4395c86194	72000.0	1	12.0	1.0	0	0	0	1.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
b1e0e8cfa5982be46ab1e11ac8a1e2c8	151200.0	1	15.0	0.0	0	0	1	62.0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
4085fb16d0f7e69bd42b82072e4c002f	144000.0	1	12.0	0.0	1	0	0	1.0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
03d353f03fd41970a64684593e1ce485	345600.0	0	1.0	1.0	0	0	0	0.0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
a9423118455430ce03672d73c00ac4e6	3600.0	0	9.0	1.0	0	0	0	1.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
d1a5a6fcd9e2407e22e8aa5e3b20ac92	360000.0	0	2.0	0.0	0	0	0	16.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
2802456190eebea52ccfea1d3e1b0ab5	28800.0	0	1.0	1.0	1	0	0	0.0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
1d0252545e9300faa362ac35c8394b43	7200.0	1	7.0	1.0	0	0	1	339.0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
4a59fbdbcc0cc3b93b826b00652c4c77	43200.0	1	14.0	0.0	1	0	1	286.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
73d70fe87d5d1f3ccc77b9a3471223bb	7200.0	0	7.0	1.0	0	0	0	5.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
e6a79fb610ffd2233a37eaf158128b80	21600.0	1	19.0	0.0	1	0	0	1.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0eee0150b73006094261d2ef7a93837a	115200.0	0	13.0	1.0	0	0	0	0.0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
7a11967dd654b24bb78cc1bd69b0cc66	108000.0	1	3.0	0.0	1	0	1	41.0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
b858f7297d1cbcdf4366b30ac4f229d0	122400.0	0	4.0	0.0	0	0	1	10.0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
8c2fcedbc61510e42f12a2433bfc082e	36000.0	1	1.0	1.0	0	1	0	0.0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
283d84b39f97fc13820789b3872e99a5	50400.0	0	2.0	0.0	0	0	0	0.0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
49b0cf26da6e01bf04f5ea9e624cbbc3	7200.0	1	11.0	0.0	1	0	0	0.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
d5e0c2ca4f6fbdc043c6b0c12a859f66	14400.0	1	19.0	0.0	1	0	1	52.0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
151ba67dc90c72a9585b6cc3a794d482	14400.0	1	1.0	1.0	0	0	0	7.0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
fc7541ce35ac9fc00f7d79c63af65c64	144000.0	0	18.0	0.0	1	0	0	1.0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
d19e054c34e68898185dece5f82e5e08	14400.0	1	4.0	0.0	0	0	0	3.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
7e68c7dd3ffa1af1f460bcbd8947fb3c	216000.0	0	20.0	0.0	0	0	0	2.0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
6eef30918c8e9ef2f11d0e90863fcd8c	7200.0	1	18.0	0.0	0	0	0	7.0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
6c57f3ea3b5f5c6b82c5a3d858d37103	7200.0	0	2.0	1.0	0	0	0	1.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ae5ce8186b5a41b98ce1568d6a82f34c	57600.0	0	11.0	0.0	1	0	0	0.0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
91fd911ef084709756bb3c64d9e93fd1	129600.0	0	17.0	1.0	1	0	0	1.0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
0187bdf9c36d07557134639344075909	122400.0	0	8.0	0.0	1	0	0	0.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
fe4c11bec0844384f06991c7d2e5f7eb	288000.0	1	13.0	0.0	1	0	0	0.0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
266010d7eab1a02bca33d3d0c5fc48e3	108000.0	0	7.0	1.0	0	0	0	0.0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
fe8df160bade3262cb6829b5af92a194	50400.0	1	9.0	1.0	0	0	0	5.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
13b4399caa3d6cb1f7727ccc6305dae4	72000.0	0	5.0	0.0	1	0	1	9.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
6d9477d6f82751f577c5a7b5cb8ae41f	72000.0	0	9.0	0.0	0	0	1	146.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
49930ed2534aa73273c918e2db099e2a	43200.0	1	11.0	0.0	1	0	0	3.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
e3f9eef9bb9b1874a3c03dc35aae512d	7200.0	1	14.0	0.0	1	0	0	1.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
bb98378abb1b8c9b134cbce2d5cb43f5	72000.0	0	1.0	1.0	0	0	0	0.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
c9cf05ce2a98adac695bae5cd55ae589	36000.0	0	4.0	0.0	0	0	1	438.0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
bf08e1d32a3ca606338539950baf9aed	57600.0	1	19.0	0.0	0	0	0	3.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
ab8b08ab47420bbb175b13cbc1bd7349	360000.0	0	8.0	1.0	0	0	0	1.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
ca44238d8589594978554ce330e72af1	118080.0	0	12.0	1.0	0	0	0	0.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
4600d3c73463d8a1d8302d7c72afaacb	122400.0	0	9.0	0.0	1	0	0	0.0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
a15dc924b8e7817b8b30e54c54726925	14400.0	0	1.0	1.0	1	0	0	0.0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
fa129b30843bd5201ff44b2227421498	57600.0	1	5.0	3.0	0	0	1	80.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
dea9f594715408bd6f313bd2b2a88061	43200.0	0	5.0	1.0	1	0	1	444.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
094ab01db6ee5010a0db6f1ad1865af9	21600.0	0	6.0	0.0	0	0	1	13.0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
4384c766fd51260d46d05c95792b0116	7200.0	0	2.0	1.0	0	1	0	3.0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
ff30b610bec4469c5f76c3e0fad87f42	115200.0	1	20.0	0.0	1	0	0	1.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
09c918a28f87097f5f4701471ed922a5	72000.0	1	10.0	1.0	0	0	0	5.0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
285d3e75e065c05145622e6aa80f34aa	72000.0	0	1.0	1.0	1	0	0	0.0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
605577182ea796f675a65bf060be9b97	720000.0	0	1.0	1.0	0	0	0	4.0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
446dbe217d64ba9f717c22ef864e55c8	72000.0	1	8.0	0.0	0	0	0	0.0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
3e42dec6408137aa07c74eeaa59d02a0	72000.0	1	1.0	1.0	0	0	0	3.0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
2627a2156de48b17524eee344c8a5445	28800.0	1	6.0	1.0	0	0	0	0.0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
682838a75146a5131890cc9eedec7d71	36000.0	0	12.0	0.0	1	0	0	1.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
1985bcadde9056671763444315800327	36000.0	0	16.0	1.0	0	0	0	1.0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
b6a08ab5c03fcb3cafaeef5e5013903e	43200.0	1	12.0	1.0	1	0	0	1.0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0c7825aa4068bf59286c8b76d590c48e	496800.0	0	15.0	2.0	1	0	0	1.0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
b35439a6c28c0ca97d0fccd10bbc8937	43200.0	1	15.0	0.0	0	0	0	1.0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
172b413823edb48a1eafe262dc4bbe79	42480.0	0	18.0	1.0	1	0	0	1.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
f362b418a4ce7bbe488c889ae4ae680b	50400.0	1	15.0	1.0	0	0	0	7.0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
04f4ea6f7dd409d2b5ca72334ae65eb9	72000.0	1	1.0	1.0	0	0	1	57.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
3b9742449f52e738727dd3f3b1d084f6	75600.0	1	13.0	1.0	0	0	0	0.0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
0bd1fd942b97747c0a32b34fac45087e	36000.0	1	1.0	1.0	0	0	0	0.0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
4c42af930907232dc386a24de7ad1b17	36000.0	1	7.0	1.0	1	0	0	2.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
0724d2adf22ccee8a9117c167736a687	108000.0	0	15.0	0.0	1	0	0	7.0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
815a786eaef29d5ce55d7262a2303e43	7200.0	0	2.0	0.0	1	0	0	0.0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
655809fe87397a95e4cc9da8b8368500	72000.0	0	3.0	1.0	0	0	0	2.0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
d782dde11cb925b9b72df8d9d2b28676	72000.0	1	18.0	1.0	0	0	1	37.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
b40b9072603c9d447a5fdc05852bee58	28800.0	1	6.0	1.0	0	0	0	0.0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
1d8d3d6bc56ab8501c10c50f2749f749	72000.0	1	1.0	0.0	0	0	1	663.0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0c0235d748bff1aa9df50557a05626dd	57600.0	0	15.0	0.0	1	0	0	0.0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
fc22eba2e007f5fc96a58c172316fd14	7200.0	0	3.0	0.0	1	0	0	0.0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
ce894018c734c48a849a8a804c5f92dc	36000.0	0	4.0	1.0	0	0	0	1.0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
56e19696d26e3aa1cd559b814190de88	648000.0	0	13.0	0.0	1	0	0	2.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
5f0d9e5d637235ac577a8d27740fc2f0	14400.0	1	2.0	1.0	0	0	1	14.0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
2873c30e061a96e3d5924e3807d3b6bd	79200.0	0	1.0	0.0	1	0	1	189.0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
69d99df4d5485314556d71a0323091e8	36000.0	0	12.0	0.0	0	0	0	4.0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
bac8dbf4650dc09bb12dd12fbfbec9c2	14400.0	1	2.0	0.0	0	0	0	0.0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
71c171f9fbb37e4189b5f5074293655f	1872000.0	0	1.0	0.0	1	0	1	192.0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
954cb577e8858c91ba07b86909298e62	7200.0	1	11.0	0.0	0	0	0	0.0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
10b08174e000ec63b603fa916c4ddd75	72720.0	0	16.0	0.0	1	0	1	188.0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
610644b0c06e5628fdbc18fff81abae3	72000.0	1	10.0	0.0	1	0	0	0.0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
f2fffad7ccd579668addee001850c2ab	360000.0	1	1.0	1.0	0	0	0	0.0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
